taxonomy_type,raw_snapshot,raw_name,canonical_name,canonical_targets,mapping_strategy,mapping_confidence,needs_review,auto_decision,decision_reason,row_count,source_count,sources
family,2025-02,Series: World of Eric Carle (University Games),Series: World of Eric Carle (University Games),Series: World of Eric Carle (University Games),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Series: World's Smallest Games Series (Super impulse),Series: World's Smallest Games Series (Super impulse),Series: World's Smallest Games Series (Super impulse),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,12,1,bgg-reviews-jvanelteren
family,2025-02,Series: Worthington Original Bookgames,Series: Worthington Original Bookgames,Series: Worthington Original Bookgames,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Series: Wrzesień 1939 (Dragon / Taktyka i Strategia),Series: Wrzesień 1939 (Dragon / Taktyka i Strategia),Series: Wrzesień 1939 (Dragon / Taktyka i Strategia),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Series: Würfelspiele (Ravensburger),Series: Würfelspiele (Ravensburger),Series: Würfelspiele (Ravensburger),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Series: XX72 Solitaire Games (Mike Heiman),Series: XX72 Solitaire Games (Mike Heiman),Series: XX72 Solitaire Games (Mike Heiman),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Series: Yellow Wave Box (Queen),Series: Yellow Wave Box (Queen),Series: Yellow Wave Box (Queen),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,27,1,bgg-reviews-jvanelteren
family,2025-02,Series: Ystari originals,Series: Ystari originals,Series: Ystari originals,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,21,1,bgg-reviews-jvanelteren
family,2025-02,Series: ZBall,Series: ZBall,Series: ZBall,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Series: ZOC Bond System,Series: ZOC Bond System,Series: ZOC Bond System,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2025-02,Series: Zarcana-type,Series: Zarcana-type,Series: Zarcana-type,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Series: Zeitung (Süddeutsche Zeitung),Series: Zeitung (Süddeutsche Zeitung),Series: Zeitung (Süddeutsche Zeitung),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Series: Zombie Kidz,Series: Zombie Kidz,Series: Zombie Kidz,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Series: action engine (Crooked Dice Game Design Studio),Series: action engine (Crooked Dice Game Design Studio),Series: action engine (Crooked Dice Game Design Studio),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Series: bring-along games (Ravensburger),Series: bring-along games (Ravensburger),Series: bring-along games (Ravensburger),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Series: double-seven binary-coding dominoes (Nestorgames),Series: double-seven binary-coding dominoes (Nestorgames),Series: double-seven binary-coding dominoes (Nestorgames),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Series: echoes,Series: echoes,Series: echoes,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Series: paperpointandclick (Lookout Games),Series: paperpointandclick (Lookout Games),Series: paperpointandclick (Lookout Games),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Series: smartPLAY (Ravensburger),Series: smartPLAY (Ravensburger),Series: smartPLAY (Ravensburger),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Series: Álbum de Oro Club de la Aventura (CEFA),Series: Álbum de Oro Club de la Aventura (CEFA),Series: Álbum de Oro Club de la Aventura (CEFA),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Series: à la Carte (Goldsieber),Series: à la Carte (Goldsieber),Series: à la Carte (Goldsieber),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Setting: 1889 universe,Setting: 1889 universe,Setting: 1889 universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: 2000 AD (Warlord Games),Setting: 2000 AD (Warlord Games),Setting: 2000 AD (Warlord Games),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Age of Sigmar,Setting: Age of Sigmar,Setting: Age of Sigmar,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,13,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Android,Setting: Android,Setting: Android,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Anima Universe,Setting: Anima Universe,Setting: Anima Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Asteriated,Setting: Asteriated,Setting: Asteriated,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Aughmoore,Setting: Aughmoore,Setting: Aughmoore,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Bodgers,Setting: Bodgers,Setting: Bodgers,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Brighthelm (Bedsit Games),Setting: Brighthelm (Bedsit Games),Setting: Brighthelm (Bedsit Games),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Circadians Universe,Setting: Circadians Universe,Setting: Circadians Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Corvus Belli's Infinity Universe,Setting: Corvus Belli's Infinity Universe,Setting: Corvus Belli's Infinity Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Daimyria,Setting: Daimyria,Setting: Daimyria,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Das Schwarze Auge,Setting: Das Schwarze Auge,Setting: Das Schwarze Auge,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Dead of Winter,Setting: Dead of Winter,Setting: Dead of Winter,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Dominaria (Magic: The Gathering),Setting: Dominaria (Magic: The Gathering),Setting: Dominaria (Magic: The Gathering),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Dragonlance,Setting: Dragonlance,Setting: Dragonlance,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Dungeons & Dragons,Setting: Dungeons & Dragons,Setting: Dungeons & Dragons,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,67,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Dystopian Universe (Indie Boards & Cards),Setting: Dystopian Universe (Indie Boards & Cards),Setting: Dystopian Universe (Indie Boards & Cards),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Earthshine (Button Shy),Setting: Earthshine (Button Shy),Setting: Earthshine (Button Shy),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: FUSE,Setting: FUSE,Setting: FUSE,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Fantastiqa,Setting: Fantastiqa,Setting: Fantastiqa,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Future Timeline (Fryxgames),Setting: Future Timeline (Fryxgames),Setting: Future Timeline (Fryxgames),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Glorantha,Setting: Glorantha,Setting: Glorantha,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Gullsbottom,Setting: Gullsbottom,Setting: Gullsbottom,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Kemushi Saga,Setting: Kemushi Saga,Setting: Kemushi Saga,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Kilforth,Setting: Kilforth,Setting: Kilforth,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Kingdom of Xidit,Setting: Kingdom of Xidit,Setting: Kingdom of Xidit,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Kradia,Setting: Kradia,Setting: Kradia,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Legend of the Five Rings,Setting: Legend of the Five Rings,Setting: Legend of the Five Rings,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Legends of Dsyx (Button Shy),Setting: Legends of Dsyx (Button Shy),Setting: Legends of Dsyx (Button Shy),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Level 7,Setting: Level 7,Setting: Level 7,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Longsdale (Lookout Games),Setting: Longsdale (Lookout Games),Setting: Longsdale (Lookout Games),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: MERCS,Setting: MERCS,Setting: MERCS,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Mage Knight,Setting: Mage Knight,Setting: Mage Knight,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Micro Dojo (Prometheus Game Labs),Setting: Micro Dojo (Prometheus Game Labs),Setting: Micro Dojo (Prometheus Game Labs),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Mistfall,Setting: Mistfall,Setting: Mistfall,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Mutant Chronicles,Setting: Mutant Chronicles,Setting: Mutant Chronicles,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Neuroshima,Setting: Neuroshima,Setting: Neuroshima,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Nova Aetas Chronicles,Setting: Nova Aetas Chronicles,Setting: Nova Aetas Chronicles,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,12,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Oniverse,Setting: Oniverse,Setting: Oniverse,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Ophidian (Fleer/Skybox),Setting: Ophidian (Fleer/Skybox),Setting: Ophidian (Fleer/Skybox),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Otherworld,Setting: Otherworld,Setting: Otherworld,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Pathfinder,Setting: Pathfinder,Setting: Pathfinder,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Pocket Universe (Button Shy),Setting: Pocket Universe (Button Shy),Setting: Pocket Universe (Button Shy),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Queen's Blade Universe,Setting: Queen's Blade Universe,Setting: Queen's Blade Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Renegade Legion,Setting: Renegade Legion,Setting: Renegade Legion,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Rise of the Occulites Universe,Setting: Rise of the Occulites Universe,Setting: Rise of the Occulites Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: SPI/Decision Mars,Setting: SPI/Decision Mars,Setting: SPI/Decision Mars,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Shadowrun,Setting: Shadowrun,Setting: Shadowrun,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,9,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Sigillum Universe,Setting: Sigillum Universe,Setting: Sigillum Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Specter Ops,Setting: Specter Ops,Setting: Specter Ops,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Star Fleet Universe,Setting: Star Fleet Universe,Setting: Star Fleet Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,13,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Star Trek – The Kobayashi Maru,Setting: Star Trek – The Kobayashi Maru,Setting: Star Trek – The Kobayashi Maru,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Storm Saga,Setting: Storm Saga,Setting: Storm Saga,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Tempest Shared World,Setting: Tempest Shared World,Setting: Tempest Shared World,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The Faceless Universe,Setting: The Faceless Universe,Setting: The Faceless Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The Five Realms,Setting: The Five Realms,Setting: The Five Realms,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The Realms of Terrinoth,Setting: The Realms of Terrinoth,Setting: The Realms of Terrinoth,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,16,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The Wandering World,Setting: The Wandering World,Setting: The Wandering World,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The Weird West (Pinnacle Entertainment),Setting: The Weird West (Pinnacle Entertainment),Setting: The Weird West (Pinnacle Entertainment),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Setting: The World of SMOG,Setting: The World of SMOG,Setting: The World of SMOG,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Traveller Universe,Setting: Traveller Universe,Setting: Traveller Universe,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,16,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Valeria,Setting: Valeria,Setting: Valeria,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Void (Viridian Solar System),Setting: Void (Viridian Solar System),Setting: Void (Viridian Solar System),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Warcraft,Setting: Warcraft,Setting: Warcraft,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,"Setting: Warhammer 40,000 Board Games","Setting: Warhammer 40,000 Board Games","Setting: Warhammer 40,000 Board Games",canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,36,1,bgg-reviews-jvanelteren
family,2025-02,"Setting: Warhammer 40,000 Card Games","Setting: Warhammer 40,000 Card Games","Setting: Warhammer 40,000 Card Games",canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,"Setting: Warhammer 40,000 Wargames","Setting: Warhammer 40,000 Wargames","Setting: Warhammer 40,000 Wargames",canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,46,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Warhammer Fantasy Board Games,Setting: Warhammer Fantasy Board Games,Setting: Warhammer Fantasy Board Games,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,27,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Warhammer Fantasy Card Games,Setting: Warhammer Fantasy Card Games,Setting: Warhammer Fantasy Card Games,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Warhammer Fantasy Wargames,Setting: Warhammer Fantasy Wargames,Setting: Warhammer Fantasy Wargames,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Warpath,Setting: Warpath,Setting: Warpath,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Arzium,Setting: World of Arzium,Setting: World of Arzium,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,9,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Darkness (White Wolf),Setting: World of Darkness (White Wolf),Setting: World of Darkness (White Wolf),canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,12,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Destiny,Setting: World of Destiny,Setting: World of Destiny,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Indines,Setting: World of Indines,Setting: World of Indines,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Ulos,Setting: World of Ulos,Setting: World of Ulos,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2025-02,Setting: World of Zanziar,Setting: World of Zanziar,Setting: World of Zanziar,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Setting: Zavandor,Setting: Zavandor,Setting: Zavandor,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2025-02,Space: Asteroids,Space: Asteroids,Space: Asteroids,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,22,1,bgg-reviews-jvanelteren
family,2025-02,Space: Comets,Space: Comets,Space: Comets,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Space: Earth's Moon,Space: Earth's Moon,Space: Earth's Moon,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,41,1,bgg-reviews-jvanelteren
family,2025-02,Space: Earth's Solar System,Space: Earth's Solar System,Space: Earth's Solar System,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,38,1,bgg-reviews-jvanelteren
family,2025-02,Space: Jupiter,Space: Jupiter,Space: Jupiter,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2025-02,Space: Mars,Space: Mars,Space: Mars,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,65,1,bgg-reviews-jvanelteren
family,2025-02,Space: Mercury,Space: Mercury,Space: Mercury,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Space: Neptune,Space: Neptune,Space: Neptune,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Space: Orion,Space: Orion,Space: Orion,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Space: Pluto,Space: Pluto,Space: Pluto,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2025-02,Space: Saturn,Space: Saturn,Space: Saturn,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2025-02,Space: Uranus,Space: Uranus,Space: Uranus,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Space: Venus,Space: Venus,Space: Venus,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: 1. FC Kaiserslautern,Sports Teams: 1. FC Kaiserslautern,Sports Teams: 1. FC Kaiserslautern,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: 1. FC Köln,Sports Teams: 1. FC Köln,Sports Teams: 1. FC Köln,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Arsenal Football Club,Sports Teams: Arsenal Football Club,Sports Teams: Arsenal Football Club,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Atalanta,Sports Teams: Atalanta,Sports Teams: Atalanta,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Athletic Bilbao,Sports Teams: Athletic Bilbao,Sports Teams: Athletic Bilbao,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Atletico de Madrid,Sports Teams: Atletico de Madrid,Sports Teams: Atletico de Madrid,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Barcelona,Sports Teams: Barcelona,Sports Teams: Barcelona,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Bayern München,Sports Teams: Bayern München,Sports Teams: Bayern München,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Benfica,Sports Teams: Benfica,Sports Teams: Benfica,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Borussia Dortmund,Sports Teams: Borussia Dortmund,Sports Teams: Borussia Dortmund,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Borussia Mönchengladbach,Sports Teams: Borussia Mönchengladbach,Sports Teams: Borussia Mönchengladbach,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Boston Red Sox,Sports Teams: Boston Red Sox,Sports Teams: Boston Red Sox,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Bundesliga,Sports Teams: Bundesliga,Sports Teams: Bundesliga,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Celtic F.C.,Sports Teams: Celtic F.C.,Sports Teams: Celtic F.C.,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Chelsea,Sports Teams: Chelsea,Sports Teams: Chelsea,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Chicago Bears,Sports Teams: Chicago Bears,Sports Teams: Chicago Bears,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Chicago Cubs,Sports Teams: Chicago Cubs,Sports Teams: Chicago Cubs,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Dallas Cowboys,Sports Teams: Dallas Cowboys,Sports Teams: Dallas Cowboys,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Eintracht Frankfurt,Sports Teams: Eintracht Frankfurt,Sports Teams: Eintracht Frankfurt,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Feyenoord,Sports Teams: Feyenoord,Sports Teams: Feyenoord,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2025-02,Sports Teams: Fortuna Düsseldorf,Sports Teams: Fortuna Düsseldorf,Sports Teams: Fortuna Düsseldorf,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1,1,bgg-reviews-jvanelteren
